218,252,yellow,-1.986204,1.073682,5.810891
232,242,yellow,-2.037238,1.052629,6.779373
140,278,yellow,-2.326343,1.063577,4.067624
158,276,orange,-2.110343,1.039577,4.067624
218,252,yellow,-1.986204,1.073682,5.810891
140,278,yellow,-2.326343,1.063577,4.067624
156,276,orange,-2.134343,1.039577,4.067624
138,282,yellow,-2.350343,1.111577,4.067624
436,256,orange,1.532071,0.999471,5.084529
432,252,orange,1.472071,0.939471,5.084529
232,242,yellow,-2.037238,1.052629,6.779373
428,264,orange,1.412071,1.119471,5.084529
232,242,yellow,-2.037238,1.052629,6.779373
406,232,orange,1.731314,1.023154,8.135247
222,244,orange,-1.917633,0.936539,5.810891
230,252,orange,-1.780490,1.073682,5.810891
